-537790.350679946,-533993.779665414,-529248.053449787,-523553.263302293,-516909.878862452,-509318.228136828,-500781.62944843,-491308.512044111,-484685.348633859,-478072.743838609,-471473.281809863,-464889.449896861,-458323.611650763,-451777.95608793,-445254.498503108,-438755.070018766,-432281.328072617,-425834.760831568,-419416.699719523,-413028.328818877,-406800.44483506,-400538.282154465,-394050.935179392,-387151.817511532,-379659.450657879,-371398.633556091,-362202.022323354,-351665.682579387,-340018.916224091,-327488.231117517,-314294.703288572,-300651.671236432,-286762.810540075,-272820.651581222,-259115.189187389,-245646.629293909,-232414.885048109,-219419.709216393,-206660.810944149,-194137.938793096,-181850.856605829,-169799.309379339,-157982.962738996,-146401.368212426,-135053.965165834,-123940.133317897,-113059.224668377,-102410.608678715,-91993.6756488686,-81807.8139315192,-71852.3881714984,-62325.1937844047,-53116.6262252626,-44116.0418221924,-35212.3846253594,-26295.1466647821,-17255.836339823,-7990.02973387237,1924.77922295066,12385.585053443,23276.6864537463,34471.5483433847,45834.8309837846,57224.7972148642,68495.8223349509,79395.911973528,89855.4986497334,99798.1610270985,109139.64378905,117786.085350439,129555.489543146,137811.172197394,143224.146858187,146427.748078415,148014.104643158,148503.46919737,148362.042936135
-466151.366190019,-462354.772956178,-457609.01723505,-451914.327299992,-445271.051928675,-437679.444563777,-429142.645410266,-419668.81676861,-413044.886791378,-406431.205469387,-399830.325763096,-393244.704828566,-386676.683200373,-380128.429147215,-373601.942435561,-367099.041330034,-360621.374376838,-354170.423420909,-347747.516640759,-341353.837083534,-335120.300554266,-328851.983332198,-322357.765782859,-315450.78990868,-307949.243503701,-299677.520850172,-290467.792730855,-279915.145292898,-268248.741497488,-255695.008565634,-242475.006423205,-228802.131790402,-214880.206429441,-200902.0102686,-187158.249419731,-173649.169824097,-160374.725508637,-147334.705103605,-134528.836360236,-121956.859093806,-109618.512254697,-97513.5089685653,-85641.4831520353,-74001.9676041212,-62594.3916544684,-51418.1270593668,-40472.5160170954,-29756.9093206533,-19270.6682675838,-9013.14889393804,1016.32045250381,10618.4162010293,19903.4005526823,28982.7599864426,37968.605878279,46972.7285137794,56105.1749085041,65472.2194430202,75502.5307773819,86094.2245368043,97132.8323578713,108493.091567651,120041.053420005,131636.337683914,143134.844561265,154283.350165692,165015.089473141,175256.515166584,184926.87651373,193937.079421139,206315.578128044,215192.531807381,221204.273203356,224938.630071432,226968.322362624,227820.940120626,227974.150839736
-371375.284507679,-367578.75803347,-362833.087733528,-357138.370553137,-350495.239604713,-342903.676496442,-334366.692826034,-324892.058991944,-318267.238622572,-311652.282768997,-305049.709257741,-298461.937975315,-291891.283512923,-285339.889309946,-278809.737042774,-272302.629323854,-265820.203736942,-259363.933962203,-252935.143565286,-246535.013625966,-240294.603887044,-234018.797840333,-227516.214170657,-220599.662601283,-213086.921387428,-204801.887941034,-195576.134745836,-185003.544281305,-173313.098383763,-160731.118236284,-147478.641112401,-133769.136118913,-119806.607794018,-105784.148353469,-91993.3400094898,-78434.4743058173,-65107.5533054057,-52012.4067380141,-39148.784885658,-26516.4234973482,-14115.0396509834,-1944.31685114862,9996.13910988417,21706.8118129096,33188.2791284938,44441.1741674876,55466.1632120085,66263.9134575677,76835.0931568994,87180.3790845362,97300.4789339871,106994.189080733,116372.56898962,125548.123768387,134634.242596877,143744.261879714,152990.1086456,162480.277222717,172650.891170697,183401.330933742,194618.519140255,206178.532046978,217948.944957266,229790.788494567,241561.655236381,253006.323508049,264060.845127776,274654.49470214,284710.753439217,294144.104978192,307220.632342761,316805.671264352,323545.113940835,328011.802170722,330738.282048542,332182.886106517,332788.14396053
-254047.423343967,-250250.904308982,-245505.243355136,-239810.625390314,-233167.489691278,-225576.013385979,-217038.857283923,-207563.447446806,-200937.711677144,-194321.416191884,-187717.020711019,-181126.91120593,-174553.367121353,-167998.5084948,-161464.294517273,-154952.51206906,-148464.785200841,-142002.578769172,-135567.210216932,-129159.858111502,-122911.742854384,-116627.531665698,-110115.548555185,-103188.227966833,-95662.8849401961,-87362.8533805027,-78119.0268135991,-67523.9220633463,-55806.3075483624,-43192.3753539794,-29903.1303097691,-16152.1160603298,-2143.53816241582,11929.1595546784,25773.3985816218,39388.8310884457,52775.393432425,65933.2024476888,78862.4768357304,91563.4814148664,104036.521538244,116281.945805105,128300.17734736,140091.715057105,151657.139338739,162997.082393999,174112.211650808,185003.206957143,195670.758737549,206115.574026442,216338.388924959,226135.866820037,235619.960964668,244904.332938866,254103.796894484,263333.439407461,272707.265534755,282336.27527625,292664.895120525,303593.917025843,315011.644315401,326795.687278461,338815.003237708,350932.212264791,363006.176896732,374779.673773069,386191.163652365,397173.29503794,407652.361401809,417547.781118229,431383.46731321,441725.710176962,449191.019889535,454349.816993136,457728.952962212,459785.29500298,460936.246704707
-114821.372207547,-111024.904357085,-106279.308419384,-100584.70242195,-93941.6365504541,-86350.2008561478,-77812.9177089111,-68336.7553206094,-61710.1189576659,-55092.4655124923,-48486.1989188364,-41893.6585010796,-35317.0917230506,-28758.5914605498,-22220.0967169308,-15703.3771661747,-9210.04391237695,-2741.55164710229,3700.78891911906,10115.8031396419,16372.1010809171,22665.2462878176,29187.2298001688,36126.0192863498,43664.7974809044,51980.8373794343,61243.9793114245,71863.1791467007,83609.9139747781,96258.1440011136,109586.906916757,123382.580260665,137440.739790783,151567.558131494,165469.382318587,179145.808805997,192596.713252522,205822.160013954,218822.335442681,231597.497901585,244147.966266474,256474.111699688,268576.377205197,280455.271336523,292111.37409917,303545.313530412,314757.756424099,325749.390403268,336520.923539301,347073.085129489,357406.63471713,367315.924246946,376913.869060633,386315.362677849,395636.751893508,404994.981102835,414506.285900575,424284.309217052,434782.371829611,445902.662932889,457534.924026544,469558.202229775,481842.885521124,494252.987626725,506648.700268184,518770.167351165,530558.329103325,541948.683045953,552870.70701924,563247.48135786,577868.866485222,588990.577562384,597221.710832698,603114.205657467,607168.637836691,609821.860200437,611469.740637423
45614.9419029822,49411.3898338511,54156.9603142371,59851.5137948029,66494.5707470994,74085.9383586242,82623.311749724,92100.1252764645,98727.5888517004,105346.526138228,111954.60648879,118549.539534759,125129.116515196,131691.27093051,138234.085318013,144755.805938723,151254.834959878,157729.727563091,164179.180471253,170602.023552026,176866.694380608,183168.993180682,189701.235513447,196651.80457553,204204.398841242,212536.921999595,221819.978796344,232464.056990481,244240.90317277,256924.6499805,270294.390461274,284136.42847664,298246.117702614,312429.234163368,326391.006487846,340130.971922384,353648.94158379,366944.92339524,380019.067489948,392871.622188286,405502.916363584,417913.340381534,430103.353410964,442073.469642836,453824.263896081,465356.355043008,476670.403347483,487767.098717749,498647.160390834,509311.334274231,519760.395883884,529786.280093221,539502.898242909,549026.423493312,558474.788259562,567966.864291324,577621.189115015,587554.141035692,598228.242166518,609547.087675403,621401.816474319,633672.885115979,646232.010842933,658944.557495026,671671.885780495,684151.292667954,696325.922512683,708134.025776576,719507.908202852,730374.292805037,745792.084130378,757696.310248573,766678.349159356,773279.540415832,777985.301568152,781221.980711534,783364.489136189
159313.114957093,163109.540049003,167855.081481083,173549.619560493,180192.652410972,187783.986033845,196321.399950454,205798.608939914,212426.583402849,219046.329628711,225655.565457672,232252.037196056,238833.561439654,245398.090224504,251943.719389541,258468.705616915,264971.459178673,271450.541775323,277904.655020529,284332.632157019,290602.798021328,296911.108637736,303450.093600298,310408.410665018,317970.099762723,326313.48292951,335609.673124665,346270.175116454,358066.921862841,370774.167235008,384171.045619748,398043.813842133,412187.678213946,426408.150710336,440409.717910823,454191.879955769,467754.407989674,481097.274934191,494220.607497963,507124.644959038,519809.718759268,532276.227475877,544524.637093173,556555.463581178,568369.277868082,579966.692537876,591348.363084523,602514.978870866,613467.263282467,624205.969147124,634731.878966571,644835.316421787,654630.854880629,664235.516517125,673768.286931061,683349.313780135,693098.659546144,703134.506751243,713925.475368402,725376.063291606,737378.31995102,749813.596672956,762554.470122607,775467.106320297,788413.583507488,801129.214173349,813558.610370805,825641.659570627,837312.431197705,848499.707147748,864438.323591516,876853.065140798,886327.110160643,893391.966055006,898520.64923846,902130.517804388,904584.104922802
272157.113299161,275953.527615369,280699.055191599,286393.57039177,293036.599331627,300627.894047759,309165.334376063,318642.870670274,325271.284900304,331891.740237556,338502.004786073,345099.8598638,351683.148191884,358249.839050391,364798.041153043,371326.020338433,377832.19432084,384315.130557537,390773.535290563,397206.245021769,403481.480924168,409795.342997911,416340.559187801,423306.042210782,430876.149644603,439229.593445593,448537.961032662,459213.705696099,471028.939995275,483758.036605524,497180.173172362,511081.566022509,525257.286092621,539512.600204612,553551.302894098,567372.859690475,580977.004712063,594363.678287611,607532.984899236,620485.154659049,633220.520178354,645739.486257091,658042.523835478,670130.149091514,682002.927891048,693661.465594774,705106.411619999,716338.453232292,727358.3158897,738166.756926789,748764.563063041,758940.548361617,768809.902948022,778490.440925974,788102.129783747,797766.307421138,807604.457863165,817736.445743472,828636.579229687,840210.185482441,852350.139513732,864938.595416192,877848.894194572,890947.923194094,904098.401014869,917033.727314813,929699.781254693,942037.896143382,953983.77035635,965468.003918736,981887.793333422,994771.996106799,1004694.71675121,1012179.91417232,1017692.00171737,1021641.34927659,1024379.50397631
384187.274926822,387983.673950123,392729.182023843,398423.684543775,405066.699763216,412657.963610706,421195.416700077,430673.233710562,437302.032253466,443923.118550948,450534.307939538,457133.417422646,463718.314614825,470286.986012822,476837.55210617,483368.287323528,489877.615938378,496364.11073478,502826.482233401,509263.570218705,515543.500225091,521862.505891255,528413.499656992,535385.631832397,542963.556561021,551326.350511647,560646.045806676,571335.983656258,583168.450762826,595917.936639243,609363.663527606,623291.811866186,637497.32635364,651785.244210458,665858.712633943,679717.166437032,693360.307409589,706788.047392572,720000.470734871,732997.797628452,745780.359156031,758348.562963924,770702.88215081,782843.83194552,794771.973383979,806487.905235094,817992.271086319,829285.755013006,840369.082174734,851243.01143238,861908.330913646,872152.43524401,882091.093137895,891842.861495697,901528.628743308,911270.847600118,921192.332635637,931414.520108526,942417.045511851,954105.997972973,966375.015638277,979106.987889796,992175.956786104,1005449.43367993,1018790.69201502,1031931.29570059,1044818.31995748,1057394.35610717,1069596.52786709,1081356.96542918,1098223.7321119,1111543.35053723,1121882.69925364,1129757.44217917,1135623.31028329,1139883.58937187,1142880.40912739
495440.057366179,499236.447423627,503981.943942335,509676.430806763,516319.442745254,523910.674016966,532448.132124522,541926.185545417,548555.319487534,555176.965617543,561788.986553858,568389.233644187,574975.599720396,581546.08783452,588098.830083409,594632.108803948,601144.354428172,607634.144580547,614100.193856224,620541.345225022,626825.635666857,633149.42315226,639705.792239848,646684.115329559,654269.324270461,662640.837867711,671971.106118882,682674.303744357,694522.885873689,707291.456562629,720759.28388621,734712.517260085,748945.984340011,763264.507616587,777370.626891029,791263.748716321,804943.545519145,818409.903204089,831662.887441154,844702.708671143,857529.695465282,870144.256811176,882546.866655089,894738.038385146,906718.327829839,918488.327045084,930048.673429784,941400.047167335,952543.171968149,963478.806676893,974207.739149749,984516.024919693,994519.976169046,1004338.84813059,1014094.39519294,1023910.11849786,1033910.08387535,1044217.20513513,1055316.12930909,1067113.65441917,1079504.12302196,1092371.09587037,1105589.25359731,1119026.67770345,1132547.15042438,1145880.46655813,1158974.76679742,1171773.77225392,1184215.95825692,1196234.81602422,1213519.2762134,1227244.53609943,1237970.39419141,1246205.34675322,1252398.31650861,1256946.20534664,1260182.66158887
