-578372.95769481,-574381.146778998,-569058.725797439,-562406.131725255,-554425.353795549,-545131.481387445,-538505.509262089,-530839.268644635,-521096.173666934,-508274.904240688,-491444.69970085,-469792.007334596,-444623.998365845,-417191.828653284,-388656.984365723,-360074.348452653,-332378.827355292,-305562.809889866,-279617.415547653,-254532.26521412,-230297.522334764,-206903.521438927,-184340.97813105,-162601.562356761,-141677.556008174,-122366.22285805,-104127.799584753,-86407.4579135001,-68644.0831031156,-37869.0605296342,-12445.4882662239,8129.90871181089,24279.0616614547,36366.673086735
-549728.497844245,-545736.715295976,-540414.331649614,-533761.782730564,-525780.971997887,-516486.834481227,-509860.544553496,-502193.767414171,-492449.710065982,-479626.648645326,-462793.081304425,-441134.307059376,-415956.861107995,-388511.866530091,-359960.505185132,-331357.660974918,-303639.041673545,-276796.961373165,-250822.572686154,-225705.647738718,-201436.299546061,-178004.867362751,-155402.07868067,-133619.541639086,-112649.489770891,-93291.1178483369,-75003.8040171497,-57231.3723300406,-39410.6585149804,-8526.15558499914,17008.2913220069,37691.1896026816,53939.7950428799,66112.3472280933
-511697.701398479,-507705.914703998,-502383.525452069,-495730.970437794,-487750.161595525,-478455.797826525,-471829.180269573,-464161.783041943,-454416.533723955,-441591.149964842,-424753.196611022,-403086.516620619,-377896.912129887,-350435.469214749,-321862.895944698,-293233.994902912,-265485.697290952,-238610.129801776,-212598.425892866,-187440.656936021,-163126.817426516,-139647.250714299,-116992.737863829,-95154.7857000787,-74125.5654791515,-54706.8040713201,-36356.6987187792,-18517.4605879806,-623.162826401944,30401.5374565809,56078.2387573995,76897.8987770889,93274.1634291537,105554.348624551
-464418.035922604,-460426.297750955,-455103.970888255,-448451.499125056,-440470.72852956,-431176.092837681,-424549.083420428,-416880.945369199,-407134.263098416,-394306.089395088,-377462.845380301,-355786.800742839,-330582.817693751,-303101.592999551,-274503.604348658,-245843.783815097,-218059.950118294,-191144.348069905,-165088.171170615,-139881.566774367,-115514.591573896,-91977.5755526076,-69261.2786719587,-47357.1824221584,-26257.3766033086,-6766.55101815575,11658.3863463644,29577.2642752438,47559.1712195722,78750.7788943284,104596.443064324,125578.415565045,142106.083049928,154513.020516184
-408052.524269155,-404060.820062368,-398738.540469297,-392086.114999465,-384105.35581356,-374810.421530751,-368182.973070574,-360514.005876106,-350765.722569119,-337934.391201786,-321085.162388321,-299398.425742614,-274178.086443816,-246674.384382423,-218047.507775136,-189352.411106277,-161528.195139673,-134567.079393177,-108460.261041681,-83198.120904239,-58770.6945760425,-35168.3011966078,-12381.7391113108,9597.58885994657,30777.6493701044,50350.3711062304,68860.3176268157,86869.6311931113,104950.939899591,136331.787761468,162368.943593482,183533.938463145,200232.76606744,212782.413396794
-324133.240033383,-320141.646300554,-314819.510214843,-308167.278809459,-300186.716772582,-290891.530646695,-284263.582142721,-276593.556623848,-266843.098824986,-254007.364309656,-237149.581360162,-215447.621025399,-190204.120878561,-162668.649968636,-134000.895092418,-105256.08579273,-77374.7529160826,-50349.2659735862,-24170.9286397256,1169.75372537133,25682.6527143596,49377.4476371604,72263.3514542058,94349.0050165985,115642.44526533,135330.855508798,153960.797722027,172097.756990791,190319.167696835,221967.06836727,248272.735335957,269696.425301391,286634.34953401,299383.332339977
-268593.519766201,-264601.97466601,-259279.90505156,-252627.744580442,-244647.238129104,-235351.849884659,-228723.559385249,-221052.851479656,-211301.031485225,-198462.547844191,-181599.46655086,-159887.98147952,-134629.922766068,-107074.463343504,-78381.0217133127,-49604.8939227514,-21687.681408022,5378.26382689041,31601.6107050121,56991.6684139204,81558.3245863695,105311.254483709,128259.631261533,150412.152198669,171776.886276367,191538.001881529,210243.348514581,228460.458335826,246769.846604616,278585.146078851,305059.378771916,326644.304790824,343731.842616918,356605.235280268
-222577.895387678,-218586.399934389,-213264.394235657,-206612.324471536,-198631.887129663,-189336.332699535,-182707.768585566,-175036.514351316,-165283.601971777,-152442.939421063,-135575.641683611,-113856.620011526,-88586.976599022,-61015.5813609643,-32301.6577223893,-3500.62723747435,24445.1943428496,51543.3679597324,77802.5261483966,103231.944755219,127841.434089522,151640.667613585,174638.834697706,196844.626602983,218266.14987857,238085.17866593,256850.566101725,275131.475255133,293510.878273118,325459.356564162,352067.449261026,373780.618534199,390986.564191142,403958.581940766
-185930.298527919,-181938.806265194,-176616.805596689,-169964.731709581,-161984.293710632,-152688.591186231,-146059.806670698,-138388.127137048,-128634.381082181,-115792.059187342,-98921.5754658269,-77196.7423507438,-51918.0829335061,-24334.3976669963,4395.32382754552,33215.6736911038,61183.5467870892,88306.6189450061,114593.517791501,140053.32108921,164695.92179665,188530.978245049,211567.623558069,233814.601910719,255280.043037264,275143.818460463,293955.630166646,312285.816923042,330719.343763548,362770.598055087,389482.208378117,411294.03235437,428591.263848967,441639.487152274
-158534.741756645,-154543.264387149,-149221.282777367,-142569.240834886,-134588.797942137,-125292.941293403,-118663.960922473,-110991.938422107,-101237.560767668,-88394.0375953087,-71521.2571202759,-49792.2124163793,-24506.9611731782,3085.71042732924,31826.9995053466,60661.4804429018,88645.4985439488,115786.780462042,142093.947703512,167575.995988071,192242.824713904,216104.081451091,239168.887852758,261446.003298871,282943.568819093,302840.093416393,321685.851334991,340052.101090942,358525.17847987,390651.666392998,417438.720934143,439322.995537565,456686.407458523,469790.591936723
